Dados gravados: 2025-06-17 15:35:41.121568 | Bid: 103988.17000000 | Ask: 103988.18000000
Dados gravados: 2025-06-17 15:37:13.453599 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.453599 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.481086 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.494306 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.495310 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.496337 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.522456 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.524572 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.525487 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.526968 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.526968 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.542199 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.542199 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.579377 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.623986 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.624630 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.625964 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.626575 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.659110 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.699191 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.712681 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.721456 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.723157 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.725008 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.726284 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.727122 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.728998 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.729990 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.731065 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.743887 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.820693 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.822765 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.823920 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.862320 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.864569 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.865585 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.867586 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.868586 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.869603 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.870600 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.871594 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.872830 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.874121 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.874954 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.876463 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.878094 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.878311 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.884535 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.906653 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.915460 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.919330 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.921325 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.922328 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.922328 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.923330 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.924331 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.925329 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.926332 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.927327 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.927327 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.928500 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.929399 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.948065 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:13.956488 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.011915 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.023345 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.042551 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.094534 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.097813 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.122341 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.123439 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.139708 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.140706 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.316970 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.364425 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.369075 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.371573 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.377120 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.419612 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.421626 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.428324 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.428324 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.493796 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.522255 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.524053 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.525081 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.525987 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.527178 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.621694 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.622695 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.622695 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.623701 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.623701 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.624751 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.767832 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.767832 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.785229 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.819495 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.868137 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.868791 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.870010 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.875665 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.875665 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.876676 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.889269 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.891379 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.912204 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.920242 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.920242 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.926279 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:14.928848 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.040400 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.042960 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.044100 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.052028 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.054270 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.060081 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.061829 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.079991 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.118574 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.122899 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.123912 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.132991 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.214904 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.214904 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.224627 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.224627 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.248037 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.263051 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.322159 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.322159 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.323126 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.324036 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.364461 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.371842 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.375960 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.379838 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.421181 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.422175 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.423155 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.423155 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.424158 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.425162 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.426158 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.429331 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.431359 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.512497 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.621341 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.712463 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.722390 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.822127 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.832739 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.865329 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.870783 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.870783 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.877298 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.922972 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.923873 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.923873 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.932023 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.933025 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:15.953292 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.001445 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.038320 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.073558 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.089021 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.096303 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.097859 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.099085 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.100149 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.114008 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.121714 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.122196 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.122196 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.122196 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.144447 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.178120 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.179217 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.207220 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.222545 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.223558 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.224556 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.224556 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.225556 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.263461 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.322317 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.322317 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.369598 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.371147 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.374433 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.376453 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.423026 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.423026 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.428897 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.428897 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.428897 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.441650 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.521451 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.521451 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.544990 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.548967 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.556426 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.622920 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.635768 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.650921 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.674360 | Bid: 103949.21000000 | Ask: 103949.22000000
Dados gravados: 2025-06-17 15:37:16.680321 | Bid: 103947.20000000 | Ask: 103947.24000000
Dados gravados: 2025-06-17 15:37:16.681089 | Bid: 103945.69000000 | Ask: 103947.24000000
Dados gravados: 2025-06-17 15:37:16.683159 | Bid: 103945.69000000 | Ask: 103946.47000000
Dados gravados: 2025-06-17 15:37:16.684148 | Bid: 103945.69000000 | Ask: 103946.47000000
Dados gravados: 2025-06-17 15:37:16.685125 | Bid: 103945.69000000 | Ask: 103945.70000000
Dados gravados: 2025-06-17 15:37:16.685424 | Bid: 103945.69000000 | Ask: 103945.70000000
Dados gravados: 2025-06-17 15:37:16.687436 | Bid: 103945.69000000 | Ask: 103945.70000000
Dados gravados: 2025-06-17 15:37:16.688431 | Bid: 103945.08000000 | Ask: 103945.70000000
Dados gravados: 2025-06-17 15:37:16.690033 | Bid: 103944.07000000 | Ask: 103945.70000000
Dados gravados: 2025-06-17 15:37:16.690319 | Bid: 103941.08000000 | Ask: 103945.70000000
Dados gravados: 2025-06-17 15:37:16.692383 | Bid: 103945.69000000 | Ask: 103945.70000000
Dados gravados: 2025-06-17 15:37:16.693568 | Bid: 103940.14000000 | Ask: 103945.70000000
Dados gravados: 2025-06-17 15:37:16.694599 | Bid: 103940.14000000 | Ask: 103941.08000000
Dados gravados: 2025-06-17 15:37:16.695593 | Bid: 103940.14000000 | Ask: 103941.08000000
Dados gravados: 2025-06-17 15:37:16.696586 | Bid: 103940.14000000 | Ask: 103941.08000000
Dados gravados: 2025-06-17 15:37:16.698557 | Bid: 103940.00000000 | Ask: 103941.08000000
Dados gravados: 2025-06-17 15:37:16.700545 | Bid: 103940.00000000 | Ask: 103940.02000000
Dados gravados: 2025-06-17 15:37:16.701563 | Bid: 103940.00000000 | Ask: 103940.02000000
Dados gravados: 2025-06-17 15:37:16.702566 | Bid: 103940.01000000 | Ask: 103940.02000000
Dados gravados: 2025-06-17 15:37:16.704465 | Bid: 103940.01000000 | Ask: 103940.02000000
Dados gravados: 2025-06-17 15:37:16.704465 | Bid: 103940.00000000 | Ask: 103940.02000000
Dados gravados: 2025-06-17 15:37:16.707867 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.707867 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.708878 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.708878 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.709876 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.710886 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.712161 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.712161 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.712161 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.712161 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.712161 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.712161 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.712161 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.716677 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.716677 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.716677 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.718424 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.719434 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.719434 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.719434 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.720431 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.720431 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.721432 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.721432 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.721432 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.722437 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.722437 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.722437 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.723487 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.723997 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.723997 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.725007 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.725007 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.726006 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.726006 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.727005 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.727005 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.728006 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.729020 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.729020 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.730017 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.731017 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.731017 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.732014 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.732014 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.733014 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.733014 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.734021 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.735017 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.736026 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.737028 | Bid: 103940.00000000 | Ask: 103940.01000000
Dados gravados: 2025-06-17 15:37:16.738024 | Bid: 103940.00000000 | Ask: 103940.01000000
